country,lifeExp,gdp,bmi,alc,edu,adultMort,incomeComp,totExp
LaoPeople'sDemocraticRepublic,58.7,,12.7,3.13,8.0,271.0,0.463,4.32
LaoPeople'sDemocraticRepublic,58.1,,12.3,5.16,8.0,278.0,0.459,3.41
Latvia,74.6,13666.58336,61.2,,16.0,153.0,0.828,
Latvia,74.4,15725.1374,6.7,0.01,16.0,156.0,0.822,5.88
Latvia,74.1,1532.22924,6.2,10.37,15.4,161.0,0.814,5.67
Latvia,73.8,13822.8559,59.8,10.21,15.5,163.0,0.812,5.91
Latvia,73.6,1372.68947,59.4,10.14,15.8,169.0,0.81,6.1
Latvia,72.8,11326.21947,58.9,9.8,16.0,18.0,0.815,6.55
Latvia,72.6,12219.37379,58.5,9.85,16.4,184.0,0.821,6.84
Latvia,71.9,16348.53121,58.1,11.84,16.3,199.0,0.819,6.63
Latvia,78.0,1444.1589,57.7,12.12,16.2,221.0,0.814,7.1
Latvia,75.0,9667.9757,57.4,10.4,16.2,229.0,0.807,6.8
Latvia,76.0,7558.7426,57.0,9.92,15.9,216.0,0.791,6.37
Latvia,71.0,6351.8125,56.6,8.81,15.5,26.0,0.776,6.51
Latvia,78.0,5134.95694,56.3,8.24,15.2,29.0,0.761,6.15
Latvia,73.0,4132.34927,56.0,7.44,14.8,219.0,0.746,6.29
Latvia,69.9,3572.8513,55.7,6.68,14.2,228.0,0.728,6.17
Latvia,71.0,3352.731296,55.4,7.13,13.7,218.0,0.716,6.0
Lebanon,74.9,846.632851,66.1,,13.3,98.0,0.763,
Lebanon,74.8,8161.4614,65.4,1.32,13.3,99.0,0.763,6.39
Lebanon,74.9,846.285153,64.9,1.29,13.3,97.0,0.766,6.63
Lebanon,75.0,8787.94668,64.4,1.53,13.3,93.0,0.763,6.99
Lebanon,75.0,8734.9653,64.0,1.57,13.2,93.0,0.758,7.12
Lebanon,74.9,8763.826274,63.5,1.58,13.3,94.0,0.752,7.19
Lebanon,74.7,84.268878,63.0,1.62,13.2,95.0,0.746,7.42
Lebanon,74.5,712.775759,62.5,1.67,13.1,98.0,0.74,8.7
Lebanon,74.4,614.271115,61.9,1.72,12.9,98.0,0.731,8.9
Lebanon,74.1,5372.65899,61.4,1.82,13.2,1.0,0.733,8.83
Lebanon,73.9,5339.441291,6.8,1.94,13.7,11.0,0.0,8.42
Lebanon,73.7,5424.22356,6.2,2.1,14.2,13.0,0.0,8.91
Lebanon,73.5,5425.6697,59.7,2.19,14.8,15.0,0.0,9.3
Lebanon,73.2,5436.595223,59.1,1.98,15.2,17.0,0.0,1.5
Lebanon,73.0,5253.122599,58.6,2.19,15.0,11.0,0.0,1.9
Lebanon,72.7,5334.93329,57.9,2.26,14.9,112.0,0.0,1.86
Lesotho,53.7,173.82893,32.6,,10.7,484.0,0.495,
Lesotho,52.1,1174.839214,32.0,0.01,10.8,522.0,0.491,1.62
Lesotho,52.1,1196.1335,31.4,0.01,11.1,518.0,0.484,11.7
Lesotho,52.2,1281.516,3.8,0.01,11.0,513.0,0.479,11.14
Lesotho,52.3,1352.38433,3.2,2.39,11.0,52.0,0.469,11.79
Lesotho,51.1,1173.26212,29.7,2.71,10.9,527.0,0.464,1.87
Lesotho,49.4,923.136931,29.2,2.75,10.8,566.0,0.453,9.8
Lesotho,47.8,934.428563,28.8,2.75,10.7,592.0,0.447,8.85
Lesotho,46.2,918.432717,28.3,2.69,10.6,633.0,0.44,8.47
Lesotho,45.3,915.775754,27.9,2.61,10.7,654.0,0.437,7.12
Lesotho,44.5,862.9463118,27.4,2.67,10.7,675.0,0.437,6.3
Lesotho,44.8,781.5145936,26.9,1.8,10.7,666.0,0.439,6.96
Lesotho,45.5,63.636279,26.4,1.99,10.5,648.0,0.44,7.13
Lesotho,46.4,47.89395,25.9,2.95,10.4,622.0,0.446,6.91
Lesotho,47.8,437.819184,25.4,2.86,10.3,586.0,0.443,7.53
Lesotho,49.3,474.8197876,24.9,3.1,9.6,543.0,0.445,6.92
Liberia,61.4,452.38717,27.3,,9.9,259.0,0.427,
Liberia,58.1,458.4651734,26.7,0.01,9.9,329.0,0.426,1.4
Liberia,61.1,454.1222236,26.1,0.01,9.8,258.0,0.419,9.25
Liberia,67.0,415.361958,25.6,0.01,9.6,261.0,0.416,1.19
Liberia,62.0,379.689583,25.0,3.72,9.5,266.0,0.406,11.23
Liberia,59.7,327.42597,24.5,3.64,9.6,272.0,0.403,11.87
Liberia,59.2,33.667491,24.0,3.75,9.7,277.0,0.4,14.39
Liberia,58.6,232.61732,23.4,3.88,9.8,281.0,0.394,11.83
Liberia,57.9,21.3733292,22.9,4.03,9.9,286.0,0.383,1.24
Liberia,56.7,178.92799,22.4,4.05,10.0,32.0,0.377,1.9
Liberia,55.3,168.648254,22.0,4.19,10.1,316.0,0.372,8.4
Liberia,54.0,149.4452549,21.5,4.24,10.2,329.0,0.335,8.77
Liberia,50.0,133.494518,21.1,4.21,10.3,42.0,0.373,3.44
Liberia,56.0,177.285187,2.7,4.27,10.4,371.0,0.376,5.43
Liberia,51.5,174.1815473,2.4,4.4,10.5,333.0,0.386,6.41
Liberia,51.9,183.4149991,2.2,4.46,8.7,39.0,0.338,5.91
Libya,72.7,,64.8,,13.4,138.0,0.719,
Libya,72.4,,63.8,0.01,13.4,143.0,0.73,4.97
Libya,72.9,,62.8,0.01,13.4,134.0,0.735,4.33
Libya,72.9,,61.8,0.01,13.7,133.0,0.706,4.3
Libya,71.3,562.549434,6.9,0.01,14.0,161.0,0.756,4.77
Libya,72.8,1212.56217,59.9,0.01,14.3,132.0,0.755,3.5
Libya,72.7,1296.97353,59.0,0.01,14.6,132.0,0.757,3.16
Libya,72.6,14396.4865,58.2,0.01,14.8,132.0,0.757,2.4
Libya,72.5,1138.56661,57.4,0.01,15.1,132.0,0.756,2.63
Libya,72.2,9344.987518,56.7,0.01,15.4,134.0,0.752,2.51
Libya,71.9,8171.361651,56.0,0.01,15.7,138.0,0.748,2.71
Libya,71.5,586.8364,55.3,0.01,15.9,141.0,0.747,3.46
Libya,71.3,4676.96753,54.6,0.01,16.0,144.0,0.74,4.6
Libya,71.1,375.442638,54.0,0.01,15.8,146.0,0.736,4.57
Libya,71.0,6269.58123,53.4,0.01,15.7,147.0,0.732,4.6
Libya,78.0,7145.628494,52.8,0.01,15.5,148.0,0.727,3.41
Lithuania,73.6,14252.42853,62.4,,16.5,165.0,0.846,
Lithuania,73.4,16554.97139,61.9,15.19,16.5,169.0,0.841,6.55
Lithuania,73.0,15712.82376,61.4,15.04,16.4,178.0,0.834,6.59
Lithuania,73.0,14341.836,6.9,15.14,16.5,176.0,0.83,6.67
Lithuania,72.8,14357.73679,6.5,12.66,16.7,18.0,0.826,6.86
Lithuania,72.4,11984.86857,6.0,12.9,16.8,188.0,0.824,7.9
Lithuania,72.2,11837.3913,59.7,12.4,16.6,192.0,0.825,7.53
Lithuania,71.1,14961.56818,59.3,13.3,16.5,224.0,0.82,6.61
Lithuania,72.0,12297.91535,59.0,13.4,16.4,24.0,0.812,6.22
Lithuania,76.0,924.642548,58.7,12.7,16.4,229.0,0.807,6.2
Lithuania,78.0,7863.1629,58.4,12.3,16.2,222.0,0.798,5.83
Lithuania,71.6,676.966998,58.1,12.1,16.3,24.0,0.792,5.67
Lithuania,71.6,555.535669,57.8,11.29,15.8,22.0,0.78,6.46
Lithuania,71.4,4146.987928,57.5,11.0,15.3,22.0,0.77,6.4
Lithuania,71.2,353.147337,57.2,10.2,14.7,21.0,0.757,6.26
Lithuania,71.6,3297.35471,56.9,9.87,14.0,2.0,0.745,6.46
Luxembourg,82.0,1199.8223,61.3,,13.9,63.0,0.896,
Luxembourg,81.7,119172.7418,6.9,11.12,13.9,65.0,0.892,6.94
Luxembourg,81.4,113751.85,6.5,11.02,13.9,68.0,0.892,7.1
Luxembourg,81.1,16749.136,6.1,11.34,13.9,7.0,0.892,7.18
Luxembourg,88.0,115761.577,59.6,11.5,13.9,72.0,0.894,7.34
Luxembourg,86.0,14965.361,59.2,11.36,13.7,73.0,0.884,7.68
Luxembourg,83.0,13198.6693,58.8,11.42,13.5,76.0,0.888,8.11
Luxembourg,80.0,114293.8433,58.4,11.53,13.5,8.0,0.887,7.34
Luxembourg,79.7,1618.4928,57.9,11.75,13.5,82.0,0.877,6.8
Luxembourg,79.4,89739.7117,57.5,11.98,13.5,85.0,0.88,7.75
Luxembourg,78.8,8289.69641,57.0,11.84,13.5,9.0,0.874,7.95
Luxembourg,78.7,75716.3518,56.4,12.42,13.5,92.0,0.867,8.2
Luxembourg,78.6,65445.8853,55.8,12.61,13.6,92.0,0.865,7.67
Luxembourg,78.3,5293.64115,55.2,12.91,13.5,95.0,0.86,8.27
Luxembourg,78.0,48179.4285,54.6,12.89,13.4,96.0,0.854,7.4
Luxembourg,77.8,48735.99549,54.0,13.14,13.5,98.0,0.848,7.48
Madagascar,65.5,41.8575951,2.5,,10.3,22.0,0.511,
Madagascar,65.1,452.4631926,2.0,0.01,10.3,225.0,0.509,3.4
Madagascar,64.7,461.723722,19.5,0.87,10.3,23.0,0.508,4.15
Madagascar,64.3,443.9611,19.0,0.87,10.2,235.0,0.506,3.46
Madagascar,63.8,454.963464,18.5,0.97,10.2,241.0,0.504,4.24
Madagascar,63.3,412.739341,18.0,1.03,10.2,248.0,0.503,4.86
Madagascar,62.8,415.6893226,17.6,0.91,9.7,254.0,0.5,4.7
Madagascar,62.3,47.733254,17.1,0.68,9.4,259.0,0.491,4.5
Madagascar,61.9,377.8482928,16.7,0.71,9.1,261.0,0.483,4.98
Madagascar,61.4,292.157443,16.3,0.68,9.0,263.0,0.478,5.11
Madagascar,69.0,274.819723,15.8,0.72,8.9,265.0,0.473,5.3
Madagascar,64.0,245.1235876,15.4,0.81,8.7,267.0,0.466,4.89
Madagascar,59.9,316.7998965,15.0,0.93,8.5,268.0,0.457,4.81
Madagascar,59.3,262.2859481,14.7,0.9,8.3,271.0,0.462,5.29
Madagascar,58.7,278.555732,14.3,1.05,8.2,276.0,0.456,5.17
Madagascar,57.9,245.939659,13.9,1.16,8.0,283.0,0.0,5.8
Malawi,58.3,362.6575444,19.6,,10.8,365.0,0.473,
Malawi,57.6,354.7253961,19.2,0.01,10.7,377.0,0.466,11.38
Malawi,56.7,332.922339,18.8,0.01,10.7,394.0,0.459,1.96
Malawi,55.3,374.51882,18.4,0.01,10.7,42.0,0.454,12.6
Malawi,54.1,512.125451,18.0,1.23,10.6,441.0,0.444,11.67
Malawi,52.9,458.8681744,17.6,1.08,10.2,462.0,0.43,1.5
Malawi,51.5,42.7379657,17.3,1.16,9.9,491.0,0.415,1.18
Malawi,50.0,372.842678,16.9,1.27,9.6,525.0,0.4,1.7
Malawi,48.5,32.2227274,16.6,1.18,9.7,559.0,0.387,9.31
Malawi,47.1,297.6971211,16.2,1.18,9.6,587.0,0.377,8.99
Malawi,46.0,28.3673842,15.9,1.04,9.7,66.0,0.371,8.2
Malawi,45.1,274.2256294,15.5,1.11,10.0,615.0,0.366,7.82
Malawi,44.6,26.152517,15.2,1.08,10.3,613.0,0.362,6.35
Malawi,44.0,29.9798977,14.8,1.1,10.4,67.0,0.388,4.82
Malawi,43.5,146.7615397,14.4,1.15,10.1,599.0,0.387,5.7
Malawi,43.1,153.2594872,14.1,1.18,10.7,588.0,0.391,6.7
Malaysia,75.0,9643.644683,4.6,,13.1,123.0,0.787,
Malaysia,74.8,11183.96191,39.5,0.52,13.0,126.0,0.783,4.17
Malaysia,74.6,1882.27842,38.5,0.53,12.9,128.0,0.779,4.2
Malaysia,74.5,1779.49641,37.4,0.53,12.9,129.0,0.776,4.1
Malaysia,74.3,145.1262,36.3,0.51,13.0,13.0,0.774,3.89
Malaysia,74.1,971.356987,35.3,0.49,12.8,131.0,0.764,3.99
Malaysia,74.0,7326.744435,34.4,0.47,12.6,131.0,0.756,3.97
Malaysia,73.8,8513.629541,33.4,0.47,12.5,132.0,0.747,3.47
Malaysia,73.7,7269.17114,32.5,0.43,12.3,133.0,0.736,3.61
Malaysia,73.6,6222.982955,31.6,0.42,12.7,134.0,0.732,3.65
Malaysia,73.4,5593.822995,3.7,0.46,12.9,135.0,0.734,3.29
Malaysia,73.2,4955.477743,29.8,0.49,12.7,137.0,0.731,3.74
Malaysia,73.1,4463.675893,28.8,0.48,12.1,138.0,0.724,3.95
Malaysia,72.9,4167.364387,27.9,0.49,12.0,14.0,0.723,3.4
Malaysia,72.7,3915.11546,27.0,0.53,11.9,144.0,0.725,3.4
Malaysia,72.4,445.17471,26.0,0.54,11.6,149.0,0.715,3.4
Maldives,78.5,8395.785198,27.4,,12.7,61.0,0.701,
Maldives,78.2,7716.2415,26.2,0.01,12.7,62.0,0.693,13.73
Maldives,77.9,7112.33575,25.1,0.01,12.4,64.0,0.683,11.16
Maldives,77.6,6541.7465,24.1,0.01,12.1,65.0,0.675,9.16
Maldives,77.3,6497.55443,23.1,1.92,11.8,67.0,0.663,8.11
Maldives,76.7,633.79498,22.1,1.83,11.6,73.0,0.653,7.93
Maldives,76.3,597.1659,21.2,1.59,11.8,75.0,0.651,9.22
Maldives,75.9,5828.621374,2.3,1.76,11.8,81.0,0.641,9.3
Maldives,75.4,52.862285,19.5,1.78,11.9,82.0,0.632,6.64
Maldives,75.0,4428.522898,18.7,1.62,12.0,88.0,0.622,7.37
Maldives,74.3,3488.493769,18.0,1.47,12.1,93.0,0.625,9.52
Maldives,73.4,3853.33348,17.3,1.6,12.2,16.0,0.617,5.89
Maldives,72.7,3432.247841,16.7,1.75,11.8,112.0,0.601,5.9
Maldives,71.8,32.37239,16.2,1.95,12.0,124.0,0.597,5.78
Maldives,78.0,298.67598,15.6,1.98,11.8,129.0,0.587,5.84
Maldives,69.6,2182.99711,15.2,1.83,11.3,139.0,0.577,8.0
Mali,58.2,729.725338,23.8,,8.4,266.0,0.438,
Mali,57.8,825.5729915,23.2,0.01,8.2,272.0,0.43,6.86
Mali,57.3,777.659139,22.5,0.01,8.0,275.0,0.421,6.58
Mali,57.2,777.3476868,21.9,0.01,7.7,27.0,0.411,6.47
Mali,56.8,835.88998,21.3,0.61,7.5,271.0,0.404,6.59
Mali,56.5,78.377632,2.7,0.6,7.3,273.0,0.396,6.35
Mali,56.0,697.153124,2.2,0.59,7.1,276.0,0.385,6.85
Mali,55.5,689.6784228,19.6,0.57,5.8,278.0,0.36,6.74
Mali,55.0,595.6368319,19.0,0.55,6.4,282.0,0.363,6.97
Mali,54.3,521.6425796,18.5,0.53,6.1,288.0,0.35,6.56
Mali,53.6,487.942556,18.0,0.55,5.8,29.0,0.338,6.34
Mali,52.8,439.3572924,17.5,0.49,5.5,296.0,0.333,6.28
Mali,52.0,391.791281,17.0,0.54,5.2,299.0,0.318,6.25
Mali,51.2,334.22416,16.5,0.53,4.9,31.0,0.308,6.32
Mali,55.0,36.8473237,16.1,0.51,4.6,34.0,0.297,6.39
Mali,49.8,269.3483829,15.6,0.47,4.4,37.0,0.291,6.29
Malta,81.7,23819.4636,69.6,,14.6,54.0,0.853,
Malta,81.4,2618.92599,69.2,8.49,14.3,55.0,0.847,9.75
Malta,81.1,2393.1888,68.8,8.58,14.2,57.0,0.828,9.89
Malta,81.0,2193.8836,68.4,7.67,14.1,58.0,0.821,9.95
Malta,87.0,22821.847,68.0,6.91,14.8,59.0,0.826,9.6
Malta,83.0,2187.79469,67.6,7.91,14.6,62.0,0.819,8.3
Malta,82.0,2675.58259,67.1,7.38,14.4,63.0,0.815,8.33
Malta,80.0,21928.767,66.6,7.14,14.6,64.0,0.813,8.15
Malta,79.6,19375.5696,66.1,7.45,14.4,65.0,0.808,8.36
Malta,79.3,16671.5672,65.6,8.84,14.8,66.0,0.809,8.93
Malta,79.0,15835.34667,65.0,6.41,14.8,67.0,0.805,8.83
Malta,78.7,1519.5497,64.5,6.53,14.2,69.0,0.797,8.46
Malta,78.5,13689.98999,63.9,6.7,13.8,71.0,0.79,8.6
Malta,78.2,11843.9392,63.4,5.73,13.8,75.0,0.786,7.86
Malta,77.8,1121.78636,62.8,5.62,13.7,79.0,0.783,7.11
Malta,77.5,1139.5651,62.3,5.59,13.8,8.0,0.779,6.83
MarshallIslands,,3617.752354,81.6,0.01,0.0,,,17.24
Mauritania,63.1,1158.256469,3.8,,8.5,25.0,0.513,
Mauritania,63.0,1326.66882,3.1,0.01,8.5,26.0,0.509,3.77
Mauritania,62.7,145.57838,29.4,0.01,8.2,28.0,0.501,3.63
Mauritania,62.5,1364.283745,28.8,0.01,7.8,29.0,0.491,3.36
Mauritania,62.2,1393.261593,28.1,0.01,7.7,212.0,0.487,2.87
Mauritania,62.0,123.383675,27.4,0.01,7.6,214.0,0.484,3.28
Mauritania,61.7,146.83851,26.8,0.01,7.1,215.0,0.476,3.79
Mauritania,61.4,1167.535689,26.1,0.02,7.2,217.0,0.475,3.23
Mauritania,61.2,113.3128,25.5,0.02,7.4,219.0,0.475,3.54
Mauritania,69.0,944.134851,24.8,0.01,7.2,221.0,0.466,3.21
Mauritania,66.0,697.7451989,24.2,0.01,7.2,223.0,0.461,4.21
Mauritania,64.0,62.547286,23.6,0.01,6.7,224.0,0.451,4.7
Mauritania,63.0,528.586613,22.9,0.01,6.6,226.0,0.447,4.53
Mauritania,62.0,46.9542322,22.3,0.02,6.5,228.0,0.446,5.31
Mauritania,61.0,464.229758,21.7,0.01,6.5,229.0,0.444,4.34
Mauritania,60.0,477.476124,21.1,0.03,6.4,23.0,0.443,5.26
Mauritius,74.6,9252.11724,33.3,,15.2,146.0,0.779,
Mauritius,74.2,1153.93822,32.8,0.01,14.7,148.0,0.769,4.81
Mauritius,74.1,9637.265,32.3,0.01,14.7,147.0,0.765,4.82
Mauritius,73.9,9291.227619,31.8,0.01,14.3,154.0,0.756,4.76
Mauritius,73.6,9197.26972,31.3,3.03,14.1,158.0,0.748,5.2
Mauritius,73.3,8.376432,3.7,2.95,14.0,163.0,0.74,5.29
Mauritius,72.8,7318.12641,3.2,2.83,13.8,166.0,0.734,4.97
Mauritius,72.7,83.635,29.7,2.49,13.6,166.0,0.728,4.6
Mauritius,72.9,6574.654338,29.1,3.24,13.5,161.0,0.72,4.24
Mauritius,71.8,5695.969327,28.6,3.73,13.4,165.0,0.713,4.38
Mauritius,72.1,5116.45424,28.0,3.94,13.0,168.0,0.704,4.47
Mauritius,71.9,5229.876738,27.5,4.16,12.8,168.0,0.696,4.29
Mauritius,71.5,4623.347642,26.9,4.08,12.6,174.0,0.687,4.15
Mauritius,71.5,3957.51296,26.4,4.14,12.5,179.0,0.683,4.24
Mauritius,71.5,3792.182152,25.8,4.38,12.2,177.0,0.673,3.87
Mauritius,71.0,3861.32414,25.3,4.6,12.1,177.0,0.667,3.78
Mexico,76.7,9143.128494,63.5,,13.3,122.0,0.758,
Mexico,76.6,1452.27766,62.8,5.26,13.1,122.0,0.754,6.3
Mexico,76.6,1298.86766,62.1,5.23,12.9,12.0,0.753,6.3
Mexico,76.3,982.532572,61.5,5.29,12.7,123.0,0.748,6.21
Mexico,76.1,9834.472689,6.8,5.3,12.6,124.0,0.745,6.4
Mexico,75.6,8959.581416,6.1,5.21,12.5,127.0,0.739,6.39
Mexico,75.7,7748.12331,59.4,5.27,12.5,13.0,0.738,6.6
Mexico,75.6,9689.52887,58.7,5.36,12.3,127.0,0.735,6.6
Mexico,76.0,933.341687,57.9,5.35,12.3,123.0,0.731,5.92
Mexico,75.8,8767.92258,57.2,5.11,12.2,125.0,0.723,5.83
Mexico,75.3,7986.798439,56.4,4.93,12.2,126.0,0.719,6.4
Mexico,75.4,7199.59665,55.7,4.9,12.1,124.0,0.714,6.11
Mexico,75.0,6751.998987,54.9,4.88,11.9,127.0,0.708,6.2
Mexico,75.0,716.8219,54.1,4.77,11.6,127.0,0.703,5.52
Mexico,75.0,731.378864,53.2,4.86,11.6,126.0,0.7,5.35
Mexico,74.8,672.92113,52.4,4.99,11.4,129.0,0.694,4.98
Micronesia(FederatedStatesof),69.4,,69.4,,11.7,166.0,0.637,
Micronesia(FederatedStatesof),69.4,,68.7,1.58,11.7,164.0,0.639,13.71
Micronesia(FederatedStatesof),69.2,,68.1,1.67,11.7,166.0,0.641,13.38
Micronesia(FederatedStatesof),69.0,,67.5,2.98,11.7,168.0,0.64,12.77
Micronesia(FederatedStatesof),68.9,,67.0,1.89,11.7,169.0,0.638,13.76
Micronesia(FederatedStatesof),68.7,,66.4,1.76,11.5,171.0,0.633,13.83
Micronesia(FederatedStatesof),68.5,,65.8,2.06,11.4,172.0,0.629,13.44
Micronesia(FederatedStatesof),68.4,,65.2,1.97,11.2,174.0,0.628,12.94
Micronesia(FederatedStatesof),68.2,,64.7,1.64,11.0,175.0,0.625,11.99
Micronesia(FederatedStatesof),68.0,,64.1,1.73,10.9,176.0,0.622,11.92
Micronesia(FederatedStatesof),67.9,,63.6,1.9,10.7,178.0,0.617,12.11
Micronesia(FederatedStatesof),67.7,,63.2,2.02,10.5,179.0,0.616,1.64
Micronesia(FederatedStatesof),67.5,,62.8,3.15,10.4,18.0,0.612,9.69
Micronesia(FederatedStatesof),66.2,,62.4,2.78,10.2,21.0,0.608,8.2
Micronesia(FederatedStatesof),67.2,,62.0,2.82,10.1,183.0,0.604,8.58
Micronesia(FederatedStatesof),67.0,,61.5,2.23,0.0,185.0,0.0,7.88
Monaco,,,,0.01,,,,4.3
Mongolia,68.8,3944.1839,52.7,,14.8,222.0,0.733,
Mongolia,68.4,4181.583321,51.5,0.01,14.8,225.0,0.729,4.73
Mongolia,68.1,4385.379355,5.4,0.01,14.7,227.0,0.72,4.21
Mongolia,67.8,4368.82248,49.2,0.01,14.7,231.0,0.712,4.22
Mongolia,67.3,3769.595255,48.0,0.01,14.6,235.0,0.701,4.45
Mongolia,66.3,265.353659,46.9,5.8,14.3,25.0,0.693,4.7
Mongolia,66.9,1717.898761,45.9,4.61,13.8,235.0,0.686,5.29
Mongolia,67.4,2139.625631,44.9,4.26,13.4,225.0,0.673,5.58
Mongolia,65.9,1634.81431,43.9,3.79,13.0,26.0,0.661,5.6
Mongolia,65.0,1334.651896,43.0,2.91,12.7,271.0,0.649,4.68
Mongolia,64.5,998.8226671,42.1,2.75,11.8,274.0,0.637,5.9
Mongolia,64.0,797.8377432,41.3,1.75,11.2,284.0,0.621,5.99
Mongolia,64.0,646.561295,4.5,1.31,10.5,271.0,0.609,6.18
Mongolia,63.8,571.51883,39.8,2.43,10.1,263.0,0.599,5.81
Mongolia,63.2,524.145924,39.1,2.87,9.4,266.0,0.588,5.45
Mongolia,62.8,474.2133361,38.5,2.79,8.9,274.0,0.582,4.92
Montenegro,76.1,6461.192554,61.8,,15.1,16.0,0.804,
Montenegro,75.9,7378.345289,61.3,0.01,15.1,17.0,0.803,6.42
Montenegro,75.8,7186.429787,6.7,0.01,15.1,19.0,0.799,6.43
Montenegro,75.6,6586.71929,6.2,0.01,15.1,11.0,0.797,7.25
Montenegro,75.4,7318.742449,59.7,6.56,15.1,113.0,0.792,6.92
Montenegro,75.3,6682.281158,59.1,6.56,15.0,115.0,0.787,6.9
Montenegro,75.0,6698.79439,58.5,6.45,14.6,117.0,0.785,6.7
Montenegro,74.6,7325.73474,57.8,6.17,14.2,121.0,0.774,6.13
Montenegro,74.2,5957.145693,57.2,4.98,13.6,125.0,0.762,6.74
Montenegro,73.8,4383.59597,56.5,5.38,13.2,13.0,0.751,8.1
Montenegro,73.6,3674.617924,55.7,,12.8,133.0,0.746,8.46
Montenegro,73.5,338.199535,55.0,0.01,12.6,134.0,0.74,8.45
Montenegro,73.5,2789.1735,54.2,0.01,0.0,134.0,0.0,8.91
Montenegro,73.4,216.243274,53.5,0.01,0.0,136.0,0.0,8.33
Montenegro,73.3,199.583957,52.7,0.01,0.0,136.0,0.0,8.23
Montenegro,73.0,1627.42893,51.9,0.01,0.0,144.0,0.0,7.32
Morocco,74.3,2847.285569,58.5,,12.1,95.0,0.645,
Morocco,74.1,3154.513484,57.5,0.43,12.1,96.0,0.64,5.91
Morocco,73.9,3111.762887,56.5,0.45,12.1,97.0,0.634,5.94
Morocco,73.6,294.746728,55.5,0.55,11.6,99.0,0.623,6.15
Morocco,73.3,339.91616,54.6,0.54,11.2,14.0,0.612,5.99
Morocco,72.8,2834.2472,53.6,0.56,10.7,11.0,0.603,5.86
Morocco,72.3,2861.5545,52.7,0.62,10.5,116.0,0.596,5.67
Morocco,71.8,2884.94776,51.7,0.51,10.3,123.0,0.589,5.41
Morocco,71.4,2494.353552,5.8,0.56,10.0,128.0,0.581,5.48
Morocco,71.0,2191.478567,49.9,0.58,10.0,133.0,0.575,5.23
Morocco,77.0,213.755559,49.1,0.47,9.8,137.0,0.569,5.6
Morocco,72.0,1948.812275,48.2,0.56,9.6,142.0,0.561,5.22
Morocco,69.9,1721.973863,47.3,0.58,9.3,146.0,0.551,5.25
Morocco,69.5,1413.757176,46.5,0.46,8.8,15.0,0.54,5.31
Morocco,69.0,1336.775376,45.7,0.46,8.5,155.0,0.53,4.44
Morocco,68.6,1332.382358,44.8,0.45,8.0,16.0,0.519,4.18
Mozambique,57.6,528.3125597,22.6,,9.1,355.0,0.414,
Mozambique,56.7,623.2871141,22.2,0.01,9.1,375.0,0.409,6.98
Mozambique,55.3,65.985681,21.8,1.16,9.1,46.0,0.405,5.9
Mozambique,54.8,566.513873,21.3,1.19,9.2,48.0,0.4,5.58
Mozambique,54.3,526.5313517,2.9,0.94,9.5,47.0,0.397,6.23
Mozambique,54.0,419.2258149,2.5,0.96,9.3,47.0,0.39,5.38
Mozambique,53.8,463.852618,2.1,1.18,9.2,4.0,0.382,5.43
Mozambique,53.2,53.127719,19.7,1.48,8.8,45.0,0.372,4.91
Mozambique,52.1,422.1461573,19.3,1.03,8.2,425.0,0.36,5.25
Mozambique,51.2,385.7567141,18.9,1.2,7.9,434.0,0.353,6.51
Mozambique,58.0,369.1545359,18.5,1.23,7.3,434.0,0.341,6.87
Mozambique,54.0,336.3318145,18.1,1.54,7.0,429.0,0.332,5.91
Mozambique,51.0,283.8911588,17.7,1.68,6.7,424.0,0.318,6.39
Mozambique,49.8,262.884551,17.3,2.16,6.2,416.0,0.311,6.45
Mozambique,49.5,256.4414872,16.9,2.09,5.8,48.0,0.298,5.64
Mozambique,49.0,277.6486591,16.5,1.14,5.4,43.0,0.291,6.16
Myanmar,66.6,1194.59137,23.8,,9.1,199.0,0.552,
Myanmar,66.4,1262.893782,22.9,0.01,9.1,21.0,0.547,2.28
Myanmar,66.2,1168.83947,22.1,0.7,9.1,22.0,0.54,2.16
Myanmar,65.9,1171.58257,21.3,0.55,9.1,25.0,0.533,2.22
Myanmar,65.6,1186.423937,2.5,0.33,9.1,27.0,0.526,1.87
Myanmar,65.4,987.7365832,19.8,0.3,8.8,29.0,0.515,1.92
Myanmar,65.2,741.777116,19.1,0.28,8.5,211.0,0.504,2.5
Myanmar,59.2,643.951373,18.3,0.3,8.2,296.0,0.493,1.87
Myanmar,64.5,41.451,17.6,0.26,8.1,217.0,0.484,1.68
Myanmar,64.2,296.97284,17.0,0.28,8.0,22.0,0.474,1.78
Myanmar,63.9,247.24276,16.4,0.28,7.9,224.0,0.465,1.83
Myanmar,63.5,219.8156688,15.7,0.44,7.8,228.0,0.455,1.97
Myanmar,63.2,219.782326,15.2,0.4,7.7,231.0,0.445,1.97
Myanmar,62.8,143.77651,14.6,0.41,7.6,235.0,0.435,2.5
Myanmar,62.5,138.9249275,14.1,0.38,7.6,239.0,0.427,1.8
Myanmar,62.1,193.187484,13.6,0.35,7.5,243.0,0.417,1.84
Namibia,65.8,4737.66996,35.7,,11.7,248.0,0.637,
Namibia,65.9,5421.343953,34.9,0.01,11.7,242.0,0.632,8.93
Namibia,66.1,5488.131712,34.1,0.01,11.6,232.0,0.625,8.53
