no,who,Newbie,Age,Gender,Household Income,Sexual Preference,Country,Education Attainment,Major Occupation,Marital Status,Years on Internet
288,id81404,0,,Female,$30-39,Heterosexual,Georgia,Masters,Computer,Single,4-6 yr
289,id81748,0,40.0,Male,$50-74,Heterosexual,Massachusetts,College,Professional,Married,Over 7 yr
290,id83885,0,50.0,Male,$40-49,Bisexual,Florida,Special,Professional,Married,4-6 yr
291,id88358,0,27.0,Male,Over $100,Heterosexual,California,Grammar,Computer,Single,Over 7 yr
292,id71411,0,40.0,Male,$30-39,Heterosexual,Washington,College,Professional,Other,1-3 yr
293,id71420,1,22.0,Female,,Heterosexual,California,High School,Management,Other,Under 6 mo
294,id80837,1,54.0,Female,,Heterosexual,Colorado,Some College,Computer,Married,Under 6 mo
295,id81544,0,25.0,Female,$10-19,Heterosexual,Texas,Masters,Education,Single,1-3 yr
296,id83770,0,22.0,Male,$10-19,Heterosexual,Australia,Some College,Computer,Single,1-3 yr
297,id88875,0,31.0,Male,$20-29,,France,Doctoral,Computer,Single,4-6 yr
298,id71414,1,40.0,Male,$30-39,Heterosexual,Oregon,Some College,Management,Married,Under 6 mo
299,id38786,0,33.0,Female,,,Hungary,Masters,Management,,4-6 yr
300,id71429,0,22.0,Male,$20-29,Heterosexual,Illinois,College,Professional,Single,1-3 yr
301,id71430,1,35.0,Male,$40-49,Heterosexual,Ontario,Some College,Professional,Married,Under 6 mo
302,id71431,0,29.0,Female,$20-29,Heterosexual,Texas,High School,Computer,Divorced,1-3 yr
303,id71435,0,44.0,Female,$50-74,Heterosexual,California,Some College,Education,Widowed,1-3 yr
304,id81777,0,32.0,Male,$30-39,Heterosexual,Michigan,Some College,Computer,Married,Over 7 yr
305,id89598,0,26.0,Male,$10-19,Heterosexual,New Jersey,Some College,Computer,Single,1-3 yr
306,id79103,0,26.0,Female,,Heterosexual,Michigan,Some College,Education,Single,4-6 yr
307,id88342,0,20.0,Male,$10-19,Heterosexual,Missouri,Some College,Education,Other,4-6 yr
308,id71443,0,42.0,Female,$40-49,Heterosexual,Pennsylvania,High School,Other,Married,1-3 yr
309,id71444,0,39.0,Female,$50-74,Heterosexual,Florida,Masters,Other,Married,1-3 yr
310,id71446,0,32.0,Male,$30-39,Heterosexual,Illinois,Some College,Professional,Single,1-3 yr
311,id71459,0,40.0,Female,$10-19,,Wisconsin,Masters,Professional,Married,1-3 yr
312,id71463,0,73.0,Male,$40-49,Heterosexual,Florida,High School,Other,Married,1-3 yr
313,id88563,0,47.0,Female,$40-49,Heterosexual,Washington,Masters,Professional,Divorced,1-3 yr
314,id71469,0,34.0,Female,$10-19,Heterosexual,British Columbia,High School,Computer,Single,1-3 yr
315,id71471,0,49.0,Female,Over $100,Heterosexual,California,College,Computer,Married,4-6 yr
316,id71488,1,33.0,Female,$40-49,Heterosexual,Wisconsin,College,Professional,Divorced,Under 6 mo
317,id79349,0,23.0,Male,$30-39,Heterosexual,Ontario,High School,Computer,Single,4-6 yr
318,id1091,0,34.0,Male,$30-39,Heterosexual,Sweden,College,Computer,Married,1-3 yr
319,id71507,0,69.0,Male,$20-29,Heterosexual,Delaware,College,Other,Married,1-3 yr
320,id71512,0,46.0,Male,$30-39,Heterosexual,California,Some College,Other,Single,1-3 yr
321,id76551,0,27.0,Male,$40-49,Heterosexual,Iowa,College,Computer,Married,4-6 yr
322,id84187,0,28.0,Female,$20-29,Heterosexual,Iowa,College,Education,Separated,Over 7 yr
323,id86192,0,44.0,Male,$30-39,Gay male,California,Some College,Professional,Other,1-3 yr
324,id87680,0,24.0,Male,Under $10,Heterosexual,Texas,High School,Computer,Married,1-3 yr
325,id71510,0,25.0,Male,$20-29,Heterosexual,Finland,Some College,Education,Single,4-6 yr
326,id78233,0,18.0,Female,,Heterosexual,Delaware,High School,Education,Single,1-3 yr
327,id71533,1,15.0,Male,,Heterosexual,Michigan,Other,Education,Single,Under 6 mo
328,id71537,1,62.0,Female,,Heterosexual,Maryland,College,Management,Married,6-12 mo
329,id73419,0,32.0,Male,Over $100,Heterosexual,Washington,Some College,Computer,Single,Over 7 yr
330,id75970,1,32.0,Female,$50-74,Bisexual,British Columbia,College,Professional,Other,Under 6 mo
331,id83564,0,24.0,Male,$75-99,Heterosexual,California,Masters,Education,Single,1-3 yr
332,id38897,0,37.0,Male,$50-74,Heterosexual,New Jersey,High School,Management,Divorced,1-3 yr
333,id71540,0,36.0,Female,$10-19,Heterosexual,Arizona,Some College,Professional,Divorced,1-3 yr
334,id71543,0,43.0,Male,$30-39,Heterosexual,Kansas,Some College,Professional,Single,1-3 yr
335,id55174,1,41.0,Female,$40-49,Heterosexual,Missouri,Some College,Professional,Married,Under 6 mo
336,id71544,0,30.0,Male,$20-29,Heterosexual,New York,Some College,Computer,Divorced,4-6 yr
337,id71550,0,38.0,Male,$40-49,Heterosexual,Georgia,High School,Professional,Married,4-6 yr
338,id88068,1,14.0,Male,,,Other,Grammar,Education,Single,Under 6 mo
339,id71563,0,60.0,Male,$50-74,Heterosexual,Georgia,College,Management,Married,4-6 yr
340,id74072,0,37.0,Male,$75-99,Heterosexual,Pennsylvania,College,Management,Married,1-3 yr
341,id82372,0,38.0,Female,$40-49,Heterosexual,California,Professional,Professional,Married,1-3 yr
342,id71571,1,41.0,Male,$50-74,Heterosexual,North Carolina,High School,Management,Married,Under 6 mo
343,id82983,0,29.0,Female,$50-74,Heterosexual,Taiwan,College,Education,Married,1-3 yr
344,id71576,0,43.0,Male,$50-74,Heterosexual,Massachusetts,Some College,Professional,Married,1-3 yr
345,id83605,0,40.0,Female,,Heterosexual,Missouri,Masters,Other,Married,1-3 yr
346,id75625,1,15.0,Male,,Heterosexual,New York,Grammar,Education,Single,6-12 mo
347,id80142,0,29.0,Male,$40-49,Heterosexual,Pennsylvania,College,Computer,Married,1-3 yr
348,id49166,1,43.0,Female,$75-99,Heterosexual,Minnesota,Some College,Professional,Married,Under 6 mo
349,id89388,0,35.0,Male,$75-99,Heterosexual,Virginia,Masters,Computer,Married,1-3 yr
350,id71522,0,38.0,Male,$20-29,Heterosexual,Oklahoma,Some College,Computer,Divorced,Over 7 yr
351,id71583,1,27.0,Female,$30-39,Heterosexual,New York,Special,Education,Married,Under 6 mo
352,id71585,0,40.0,Male,$40-49,Heterosexual,Massachusetts,Doctoral,Computer,Single,Over 7 yr
353,id83578,0,39.0,Female,$50-74,Lesbian,Maryland,Some College,Computer,Other,4-6 yr
354,id32156,0,15.0,Male,,Heterosexual,Saskatchewan,High School,Education,Single,1-3 yr
355,id71589,0,41.0,Female,Over $100,Heterosexual,California,Some College,Professional,Other,1-3 yr
356,id71591,0,47.0,Male,,Heterosexual,Florida,Professional,Professional,Separated,1-3 yr
357,id71592,1,28.0,Male,$20-29,Heterosexual,Maine,Some College,Education,Single,Under 6 mo
358,id79358,0,37.0,Male,Over $100,Heterosexual,New Jersey,College,Computer,Married,1-3 yr
359,id79754,0,26.0,Male,$50-74,Heterosexual,Minnesota,College,Computer,Single,4-6 yr
360,id85744,0,24.0,Male,$30-39,Heterosexual,Georgia,Masters,Professional,Single,Over 7 yr
361,id71595,0,25.0,Female,$20-29,Heterosexual,Massachusetts,College,Computer,Single,1-3 yr
362,id72002,1,59.0,Male,$50-74,Heterosexual,Georgia,Doctoral,Professional,Married,Under 6 mo
363,id84623,0,45.0,Male,$75-99,Heterosexual,Maryland,Doctoral,Education,Married,Over 7 yr
364,id71600,0,26.0,Female,Over $100,Heterosexual,Texas,Professional,Professional,Married,1-3 yr
365,id71601,0,30.0,Male,$50-74,Heterosexual,Georgia,College,Professional,Married,4-6 yr
366,id71603,1,46.0,Female,Over $100,Heterosexual,New Jersey,College,Education,Married,6-12 mo
367,id71605,1,,Female,$50-74,Bisexual,Maryland,Special,Professional,Married,6-12 mo
368,id72826,0,39.0,Female,Over $100,,California,Some College,Computer,Married,Over 7 yr
369,id74724,0,30.0,Male,$20-29,Heterosexual,Maryland,College,Management,Single,1-3 yr
370,id84649,0,40.0,Male,Over $100,Heterosexual,Wisconsin,Masters,Professional,Other,4-6 yr
371,id87906,0,49.0,Male,$50-74,Heterosexual,Arizona,Masters,Other,Married,4-6 yr
372,id71607,1,59.0,Female,$40-49,Heterosexual,Idaho,Some College,Education,,6-12 mo
373,id71608,1,57.0,Female,Over $100,Heterosexual,Canada & Mexico,College,Other,Married,Under 6 mo
374,id14440,1,47.0,Male,$50-74,Bisexual,Antarctica,Some College,Management,Married,Under 6 mo
375,id71612,1,44.0,Male,$10-19,Heterosexual,Mexico,College,Professional,Married,6-12 mo
376,id71618,0,31.0,Male,$30-39,Gay male,British Columbia,Some College,Computer,Single,Over 7 yr
377,id71619,0,,Male,$10-19,,New Jersey,Masters,Education,Married,1-3 yr
378,id71620,1,58.0,Male,$75-99,Bisexual,Illinois,High School,Management,Married,6-12 mo
379,id71621,1,22.0,Male,$10-19,Gay male,Nebraska,Some College,Management,Single,Under 6 mo
380,id71623,1,39.0,Male,$40-49,Heterosexual,Michigan,Some College,Management,Married,Under 6 mo
381,id71625,0,48.0,Female,Over $100,Lesbian,Florida,Doctoral,Professional,Married,1-3 yr
382,id71626,0,37.0,Female,$40-49,Heterosexual,Nebraska,College,Education,Married,1-3 yr
383,id84201,0,42.0,Female,$75-99,Heterosexual,Missouri,Some College,Professional,Married,1-3 yr
384,id71629,0,28.0,Male,,,Germany,College,Professional,,4-6 yr
385,id88775,0,32.0,Male,$20-29,Heterosexual,Alberta,College,Management,Single,1-3 yr
386,id74732,1,29.0,Female,$10-19,Heterosexual,Washington,Special,Computer,Separated,6-12 mo
387,id82027,0,29.0,Male,$20-29,Heterosexual,Netherlands,Professional,Other,Single,1-3 yr
388,id84625,1,22.0,Female,$20-29,Heterosexual,Australia,College,Education,Single,Under 6 mo
389,id90066,1,20.0,Male,,Heterosexual,Quebec,Some College,Education,Single,Under 6 mo
390,id71633,0,17.0,Female,,Heterosexual,Washington,High School,Education,Single,1-3 yr
391,id73274,0,17.0,Male,,Heterosexual,Kansas,Some College,Computer,Single,Over 7 yr
392,id78274,0,39.0,Female,,Heterosexual,Pennsylvania,College,Computer,Single,Over 7 yr
393,id81990,0,34.0,Male,$40-49,Heterosexual,Virginia,Some College,Other,Married,1-3 yr
394,id83167,0,26.0,Male,$50-74,Heterosexual,Arkansas,Professional,Professional,Married,1-3 yr
395,id87350,1,18.0,Female,$50-74,Heterosexual,California,Some College,Education,Single,Under 6 mo
396,id80477,0,39.0,Male,Over $100,Heterosexual,New York,College,Computer,Married,1-3 yr
397,id78447,0,64.0,Male,,Heterosexual,California,Masters,Other,Married,1-3 yr
398,id81776,0,26.0,Male,$10-19,,Ohio,College,Computer,Married,Over 7 yr
399,id73301,0,64.0,Male,$40-49,Heterosexual,New Mexico,Masters,Professional,Married,4-6 yr
400,id76117,0,22.0,Male,,Heterosexual,Utah,Some College,Education,Single,1-3 yr
401,id80939,0,22.0,Male,$10-19,Heterosexual,Illinois,Some College,Education,Single,4-6 yr
402,id73303,0,47.0,Female,$50-74,Heterosexual,New Jersey,Masters,Education,Divorced,1-3 yr
403,id84763,0,22.0,Female,Under $10,Heterosexual,Pennsylvania,College,Education,Single,4-6 yr
404,id72448,0,46.0,Female,$30-39,Heterosexual,North Carolina,Doctoral,Computer,Single,1-3 yr
405,id76123,0,38.0,Male,$10-19,Heterosexual,Maryland,Some College,Other,Single,1-3 yr
406,id88344,0,49.0,Male,,Heterosexual,Virginia,Masters,Computer,Married,1-3 yr
407,id71699,0,20.0,Female,Under $10,Bisexual,Pennsylvania,Some College,Education,Single,1-3 yr
408,id71702,0,36.0,Male,$50-74,Heterosexual,Texas,College,Management,Married,1-3 yr
409,id71705,1,41.0,Female,$30-39,Heterosexual,Georgia,Special,Professional,Divorced,6-12 mo
410,id71846,0,43.0,Male,$75-99,Heterosexual,Pennsylvania,Masters,Professional,Married,Over 7 yr
411,id74520,0,30.0,Male,Over $100,Heterosexual,California,Masters,Computer,Married,4-6 yr
412,id76136,0,19.0,Male,Under $10,Heterosexual,Michigan,Some College,Education,Other,4-6 yr
413,id71710,0,33.0,Male,$40-49,Heterosexual,Sweden,Some College,Management,Married,1-3 yr
414,id73203,0,32.0,Male,$40-49,Heterosexual,France,Masters,Computer,Single,Over 7 yr
415,id73242,1,22.0,Female,$30-39,Heterosexual,Australia,Special,Other,Single,6-12 mo
416,id77265,1,52.0,Female,$30-39,Heterosexual,Arizona,College,Management,Divorced,6-12 mo
417,id78916,0,25.0,Female,$30-39,Heterosexual,Pennsylvania,College,Professional,Married,1-3 yr
418,id71722,1,23.0,Female,,Heterosexual,Texas,Some College,Other,Married,Under 6 mo
419,id74022,1,54.0,Male,$50-74,Heterosexual,Kentucky,Some College,Other,Married,Under 6 mo
420,id77266,0,43.0,Female,$30-39,Heterosexual,Indiana,College,Professional,Divorced,1-3 yr
421,id49598,1,57.0,Male,$50-74,Heterosexual,Alaska,Some College,Other,Married,6-12 mo
422,id71718,1,37.0,Female,Over $100,Heterosexual,Kentucky,Some College,Other,Married,Under 6 mo
423,id71721,0,55.0,Male,Over $100,Heterosexual,Georgia,College,Professional,Married,4-6 yr
424,id77618,1,51.0,Male,,,Ohio,College,Other,Married,Under 6 mo
425,id85606,0,34.0,Female,Over $100,Heterosexual,Massachusetts,Some College,Computer,Married,4-6 yr
426,id71732,0,47.0,Male,$40-49,Heterosexual,Norway,Masters,Professional,Single,1-3 yr
427,id71734,0,32.0,Female,,Heterosexual,Illinois,Professional,Professional,Married,4-6 yr
428,id73307,1,17.0,Male,$10-19,Heterosexual,California,Grammar,Education,Single,Under 6 mo
429,id77420,0,25.0,Male,$20-29,Heterosexual,Pennsylvania,Masters,Education,Single,4-6 yr
430,id71738,0,56.0,Male,$30-39,Heterosexual,Mississippi,Doctoral,Professional,Divorced,1-3 yr
431,id76812,0,22.0,Male,$40-49,Heterosexual,California,College,Professional,Single,1-3 yr
432,id77475,0,23.0,Male,$20-29,Heterosexual,Colorado,Professional,Professional,Married,4-6 yr
433,id71740,1,48.0,Male,$40-49,,Minnesota,Some College,Professional,Married,6-12 mo
434,id75232,0,14.0,Male,$75-99,Heterosexual,Kansas,Other,Other,,1-3 yr
435,id80101,0,32.0,Male,$50-74,Heterosexual,Pennsylvania,College,Professional,Single,Over 7 yr
436,id83579,1,22.0,Female,$10-19,Heterosexual,Virginia,Some College,Other,Married,6-12 mo
437,id89626,0,28.0,Male,$50-74,Heterosexual,North Carolina,Some College,Computer,Married,Over 7 yr
438,id71742,1,64.0,Female,$30-39,Heterosexual,Washington,College,Management,Widowed,6-12 mo
439,id71743,1,44.0,Male,$10-19,,Florida,Masters,Management,Divorced,Under 6 mo
440,id73246,0,41.0,Male,Over $100,Heterosexual,California,Masters,Management,Married,Over 7 yr
441,id77227,0,28.0,Male,Under $10,Heterosexual,Spain,Doctoral,Education,Single,1-3 yr
442,id78517,0,25.0,Female,$30-39,Bisexual,Ontario,College,Computer,Married,4-6 yr
443,id75566,0,52.0,Female,$50-74,Heterosexual,Michigan,Masters,Education,Divorced,1-3 yr
444,id71458,0,21.0,Male,$20-29,Heterosexual,California,Some College,Education,Single,1-3 yr
445,id74734,0,25.0,Male,$50-74,Heterosexual,North Carolina,College,Computer,Other,4-6 yr
446,id82556,0,15.0,Male,$50-74,Heterosexual,Kansas,Other,Education,Single,1-3 yr
447,id71750,1,50.0,Male,,Heterosexual,Georgia,Professional,Professional,Divorced,Under 6 mo
448,id71752,0,52.0,Female,$40-49,Heterosexual,Georgia,Masters,Professional,Divorced,1-3 yr
449,id77214,1,29.0,Female,Over $100,Heterosexual,New Jersey,College,Professional,Married,Under 6 mo
450,id77422,0,57.0,Female,$40-49,Heterosexual,Illinois,Masters,Professional,Widowed,Over 7 yr
451,id77424,0,44.0,Female,$50-74,Heterosexual,Washington,Other,Professional,Married,Over 7 yr
452,id77425,0,43.0,Female,$50-74,Heterosexual,California,Doctoral,Professional,Single,Over 7 yr
453,id2077,1,14.0,Female,$10-19,Heterosexual,Colorado,Other,Education,Single,6-12 mo
454,id71673,0,,Female,$40-49,Heterosexual,Florida,Some College,Professional,Married,1-3 yr
455,id71756,0,69.0,Female,$30-39,Heterosexual,Washington,Masters,Other,Married,1-3 yr
456,id89682,0,28.0,Male,$20-29,Heterosexual,Florida,Some College,Computer,Separated,1-3 yr
457,id71757,0,26.0,Female,Over $100,Heterosexual,Massachusetts,College,Education,Single,1-3 yr
458,id71760,0,28.0,Female,,Heterosexual,Ontario,High School,Computer,Married,1-3 yr
459,id79295,0,28.0,Male,,Heterosexual,Massachusetts,Professional,Professional,Single,1-3 yr
460,id81433,0,39.0,Male,$50-74,Heterosexual,Germany,Some College,Management,Other,Over 7 yr
461,id82730,1,37.0,Female,Under $10,Heterosexual,Israel,College,Other,Married,Under 6 mo
462,id87914,0,25.0,Female,$30-39,Heterosexual,Florida,Some College,Management,Married,1-3 yr
463,id74068,0,44.0,Female,$40-49,Heterosexual,California,Some College,Professional,Other,1-3 yr
464,id84147,0,48.0,Female,$75-99,Heterosexual,California,College,Computer,Married,1-3 yr
465,id71767,0,20.0,Male,$30-39,Heterosexual,Other,Some College,Management,Other,1-3 yr
466,id71768,1,50.0,Female,$30-39,Heterosexual,Texas,College,Education,Divorced,Under 6 mo
467,id71771,1,44.0,Female,$50-74,Heterosexual,Michigan,College,Other,Married,6-12 mo
468,id71772,0,53.0,Male,,Heterosexual,Florida,Some College,Other,Widowed,1-3 yr
469,id72177,0,,Male,$75-99,Heterosexual,Florida,College,Professional,Married,1-3 yr
470,id72222,0,45.0,Male,$75-99,Heterosexual,Ohio,Masters,Computer,Married,1-3 yr
471,id74817,1,20.0,Male,$10-19,Heterosexual,Czech,High School,Education,Single,6-12 mo
472,id75496,1,17.0,Female,,Heterosexual,Alberta,High School,Education,Single,Under 6 mo
473,id71778,1,32.0,Male,$50-74,Heterosexual,New Brunswick,College,Professional,Married,6-12 mo
474,id71779,1,28.0,Female,$20-29,Heterosexual,Illinois,College,Management,Single,Under 6 mo
475,id71780,1,49.0,Female,$20-29,Heterosexual,Oklahoma,College,Management,Widowed,Under 6 mo
476,id71783,0,36.0,Male,$30-39,Heterosexual,Mississippi,Some College,Management,Married,4-6 yr
477,id79374,0,24.0,Male,$40-49,Heterosexual,Pennsylvania,College,Computer,Single,4-6 yr
478,id85346,0,35.0,Male,$50-74,Heterosexual,Michigan,College,Management,Married,4-6 yr
479,id71788,1,61.0,Male,,Heterosexual,Nevada,Masters,Management,Married,6-12 mo
480,id82258,0,21.0,Male,,Heterosexual,Maryland,Some College,Education,Single,Over 7 yr
481,id45536,0,36.0,Male,$50-74,Heterosexual,Florida,Doctoral,Education,Married,Over 7 yr
482,id71794,1,32.0,Male,$30-39,Gay male,Ohio,Some College,Computer,Single,6-12 mo
483,id71795,0,30.0,Male,$30-39,Heterosexual,Connecticut,College,Computer,Married,1-3 yr
484,id71798,0,48.0,Male,$20-29,Heterosexual,Massachusetts,Special,Other,Married,1-3 yr
485,id71799,0,42.0,Male,$75-99,Gay male,Illinois,College,Management,Single,1-3 yr
486,id75305,0,18.0,Male,Under $10,,California,Some College,Education,Single,1-3 yr
487,id76824,0,36.0,Male,Over $100,Heterosexual,Illinois,Doctoral,Professional,Married,Over 7 yr
488,id80087,0,55.0,Male,Over $100,Heterosexual,California,College,Management,Married,4-6 yr
489,id80989,0,40.0,Male,Over $100,Heterosexual,Ontario,College,Professional,Married,1-3 yr
490,id78260,1,25.0,Female,,Heterosexual,Connecticut,Some College,Other,Single,6-12 mo
491,id84087,1,51.0,Male,$30-39,Heterosexual,Uruguay,Masters,Management,Married,Under 6 mo
492,id87293,0,45.0,Female,$30-39,Heterosexual,Nebraska,College,Computer,Single,1-3 yr
493,id88025,0,36.0,Male,$50-74,Heterosexual,Georgia,Masters,Computer,Married,4-6 yr
494,id79986,0,61.0,Male,$75-99,Heterosexual,Indiana,Doctoral,Education,Married,1-3 yr
495,id72064,0,41.0,Female,$20-29,Heterosexual,Florida,High School,Other,Divorced,1-3 yr
496,id84322,0,49.0,Male,$75-99,Heterosexual,Illinois,Some College,Management,Married,1-3 yr
497,id89355,0,15.0,Male,,Heterosexual,Indiana,Some College,Education,Single,4-6 yr
498,id90186,0,37.0,Male,$30-39,Heterosexual,California,College,Computer,Other,1-3 yr
499,id76279,0,17.0,Male,,Heterosexual,New Jersey,High School,Education,Single,1-3 yr
500,id73097,1,13.0,Female,Over $100,,Georgia,Other,Education,Single,6-12 mo
501,id77871,0,36.0,Female,$50-74,Heterosexual,British Columbia,College,Computer,Single,1-3 yr
502,id76644,1,54.0,Male,$50-74,Heterosexual,Florida,Masters,Management,Divorced,Under 6 mo
503,id79832,0,30.0,Male,,Heterosexual,Texas,College,Computer,Single,4-6 yr
504,id84324,0,42.0,Male,$75-99,Heterosexual,Ontario,College,Other,Married,1-3 yr
505,id84080,1,15.0,Female,$10-19,Heterosexual,Missouri,Grammar,Education,Single,Under 6 mo
506,id76134,0,30.0,Male,Over $100,Heterosexual,United Kingdom,College,Computer,Single,1-3 yr
507,id83461,0,34.0,Male,$50-74,Gay male,Connecticut,College,Computer,Single,1-3 yr
508,id86705,0,20.0,Male,$20-29,Bisexual,Norway,High School,Computer,Single,4-6 yr
509,id85785,0,28.0,Male,$40-49,Bisexual,California,Some College,Education,Other,4-6 yr
